Grid size: 100x100
Iterations: 50
Total time: 0.6447 seconds
Time per iteration: 12.8942 ms
         1178390 function calls (1161290 primitive calls) in 1.234 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       37    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
       12    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
       24    0.000    0.000    0.000    0.000 patches.py:2351(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       72    0.000    0.000    0.000    0.000 _internal.py:866(<genexpr>)
       37    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
       69    0.000    0.000    0.000    0.000 __init__.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
      105    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:472(__enter__)
        3    0.000    0.000    0.000    0.000 argparse.py:2511(_get_values)
        4    0.000    0.000    0.000    0.000 core.py:5954(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 cbook.py:198(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
       29    0.000    0.000    0.000    0.000 getlimits.py:436(max)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
      181    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 core.py:6591(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        8    0.000    0.000    0.000    0.000 argparse.py:1633(_pop_action_class)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:253(_missing_ctypes)
        8    0.000    0.000    0.000    0.000 argparse.py:857(__init__)
      102    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7705dcd26ac0}
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
      134    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        1    0.000    0.000    0.000    0.000 pickle.py:401(_Pickler)
        2    0.000    0.000    0.000    0.000 ast.py:78(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 core.py:328(condition_as_parse_action)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 core.py:106(__diag__)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
       15    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 argparse.py:1188(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 dviread.py:821(PsfontsMap)
        1    0.000    0.000    0.000    0.000 collections.py:2135(TriMesh)
        1    0.000    0.000    0.000    0.000 argparse.py:1143(__init__)
      129    0.000    0.000    0.000    0.000 results.py:31(__getitem__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        9    0.000    0.000    0.000    0.000 deprecation.py:152(_deprecated_property)
       31    0.000    0.000    0.000    0.000 warnings.py:456(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
       37    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 core.py:2685(__init__)
        3    0.000    0.000    0.000    0.000 colors.py:1522(__init__)
       53    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
       22    0.000    0.000    0.000    0.000 util.py:212(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1967(EllipseCollection)
       29    0.000    0.000    0.000    0.000 core.py:4855(<genexpr>)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
       55    0.000    0.000    0.000    0.000 colors.py:414(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
       14    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
       68    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 testing.py:145(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 core.py:6825(token_map)
        1    0.000    0.000    0.000    0.000 art3d.py:225(Line3D)
       25    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:413(abspath)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
       56    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 core.py:2604(_arraymethod)
        1    0.000    0.000    0.000    0.000 figure.py:2214(SubFigure)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       17    0.000    0.000    0.000    0.000 enum.py:1188(_generate_next_value_)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:17(_binary_method)
        2    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
       10    0.000    0.000    0.000    0.000 axis.py:2339(_make_getset_interval)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:2352(QuadMesh)
        1    0.000    0.000    0.000    0.000 deprecation.py:137(finalize)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        5    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       18    0.000    0.000    0.000    0.000 argparse.py:1433(_registry_get)
       25    0.000    0.000    0.000    0.000 getlimits.py:423(min)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
       57    0.000    0.000    0.000    0.000 __init__.py:280(<genexpr>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
       14    0.000    0.000    0.000    0.000 mixins.py:27(_reflected_binary_method)
        6    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        1    0.000    0.000    0.000    0.000 polar.py:812(PolarAxes)
       24    0.000    0.000    0.000    0.000 cbook.py:1860(_str_equal)
        3    0.000    0.000    0.000    0.000 argparse.py:1021(__init__)
       17    0.000    0.000    0.000    0.000 inspect.py:2824(__hash__)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
       42    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:2332(CompositeGenericTransform)
        5    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
       30    0.000    0.000    0.000    0.000 core.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
       46    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
       40    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       10    0.000    0.000    0.000    0.000 version.py:734(_cmpkey)
       19    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 axis.py:2369(XAxis)
        1    0.000    0.000    0.000    0.000 core.py:5451(__init__)
       34    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3482(ndim)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        6    0.000    0.000    0.000    0.000 rcsetup.py:185(_make_type_validator)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        6    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
        2    0.000    0.000    0.000    0.000 ast.py:74(_convert_num)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
        3    0.000    0.000    0.000    0.000 core.py:5632(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 axes3d.py:4044(_Quaternion)
       31    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
       19    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 _mathtext.py:428(BakomaFonts)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:325(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 widgets.py:2456(SpanSelector)
       17    0.000    0.000    0.000    0.000 results.py:315(__iter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1061(_scandir)
        3    0.000    0.000    0.000    0.000 argparse.py:2378(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 collections.py:1260(FillBetweenPolyCollection)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
       94    0.000    0.000    0.000    0.000 inspect.py:3062(return_annotation)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       23    0.000    0.000    0.000    0.000 overrides.py:180(array_function_from_dispatcher)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       74    0.000    0.000    0.000    0.000 util.py:285(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:4149(__init__)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 helpers.py:285(<genexpr>)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 font_manager.py:537(_cleanup_fontproperties_init)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       20    0.000    0.000    0.000    0.000 inspect.py:3082(<genexpr>)
       33    0.000    0.000    0.000    0.000 core.py:5143(recurse)
        7    0.000    0.000    0.000    0.000 tokenize.py:376(read_or_stop)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       10    0.000    0.000    0.000    0.000 core.py:4170(parseImpl)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:1023(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 colors.py:680(Colormap)
       58    0.000    0.000    0.000    0.000 pathlib.py:175(_select_from)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        6    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        9    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       21    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:83(__compat__)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        7    0.000    0.000    0.000    0.000 fractions.py:533(_operator_fallbacks)
       42    0.000    0.000    0.000    0.000 core.py:4844(<genexpr>)
        1    0.000    0.000    0.000    0.000 colorizer.py:325(_ColorizerInterface)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:3133(RectangleSelector)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        4    0.000    0.000    0.000    0.000 case.py:388(__init_subclass__)
        1    0.000    0.000    0.000    0.000 collections.py:964(_CollectionWithSizes)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:469(__new__)
        1    0.000    0.000    0.000    0.000 platform.py:842(uname_result)
        4    0.000    0.000    0.000    0.000 rcsetup.py:246(validate_fonttype)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 transforms.py:1156(LockableBbox)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:998(__init__)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:87(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       42    0.000    0.000    0.000    0.000 multiarray.py:1085(copyto)
        2    0.000    0.000    0.000    0.000 core.py:4007(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
       24    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
        6    0.000    0.000    0.000    0.000 __init__.py:100(check_in_list)
        1    0.000    0.000    0.000    0.000 axis3d.py:729(XAxis)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 axis.py:2593(YAxis)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3473(_Backend)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
       24    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 colors.py:1514(BivarColormap)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 colors.py:2119(Normalize)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
       10    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_fontweight)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       48    0.000    0.000    0.000    0.000 pathlib.py:560(root)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:98(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 core.py:1366(make_mask_descr)
        3    0.000    0.000    0.000    0.000 enum.py:1526(__repr__)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        5    0.000    0.000    0.000    0.000 inspect.py:2259(RewriteSymbolics)
       13    0.000    0.000    0.000    0.000 mixins.py:37(_inplace_binary_method)
        3    0.000    0.000    0.000    0.000 argparse.py:1637(_get_handler)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
       10    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
       14    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
       33    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:591(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
       16    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 core.py:3403(Regex)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:405(normpath)
        1    0.000    0.000    0.000    0.000 core.py:3947(White)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:31(ImagePalette)
        1    0.000    0.000    0.000    0.000 axis.py:482(Ticker)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        2    0.000    0.000    0.000    0.000 argparse.py:2569(_get_value)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:583(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 transforms.py:1882(Affine2D)
        1    0.000    0.000    0.000    0.000 ast.py:69(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 getlimits.py:354(iinfo)
        1    0.000    0.000    0.000    0.000 figure.py:70(_AxesStack)
       30    0.000    0.000    0.000    0.000 version.py:695(_parse_letter_version)
       39    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       33    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       37    0.000    0.000    0.000    0.000 function_base.py:22(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 dates.py:822(AutoDateFormatter)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 core.py:5655(stop_on)
        1    0.000    0.000    0.000    0.000 animation.py:229(MovieWriter)
        1    0.000    0.000    0.000    0.000 collections.py:1578(LineCollection)
        1    0.000    0.000    0.000    0.000 animation.py:374(FileMovieWriter)
        1    0.000    0.000    0.000    0.000 polar.py:514(_ThetaShift)
        4    0.000    0.000    0.000    0.000 core.py:5794(_generateDefaultName)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
        1    0.000    0.000    0.000    0.000 core.py:1352(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 Image.py:3914(Exif)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 colors.py:2445(CenteredNorm)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
        2    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        8    0.000    0.000    0.000    0.000 argparse.py:610(format)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 __init__.py:656(RcParams)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3478(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 platform.py:794(_Processor)
       33    0.000    0.000    0.000    0.000 results.py:28(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3687(register_open)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 util.py:17(__config_flags)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        2    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 plistlib.py:173(_PlistParser)
        1    0.000    0.000    0.000    0.000 main.py:57(TestProgram)
        1    0.000    0.000    0.000    0.000 colors.py:1261(MultivarColormap)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
       30    0.000    0.000    0.000    0.000 results.py:306(__contains__)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen os>:824(fsdecode)
        1    0.000    0.000    0.000    0.000 argparse.py:1754(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:2110(consume_positionals)
        1    0.000    0.000    0.000    0.000 loader.py:63(TestLoader)
        2    0.000    0.000    0.000    0.000 rcsetup.py:569(validate_sketch)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       12    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 _version.py:13(NumpyVersion)
        1    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
       21    0.000    0.000    0.000    0.000 core.py:4314(recurse)
        1    0.000    0.000    0.000    0.000 widgets.py:1541(RadioButtons)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        2    0.000    0.000    0.000    0.000 traceback.py:391(extended_frame_gen)
       24    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        8    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:1277(Transform)
        1    0.000    0.000    0.000    0.000 widgets.py:3737(PolygonSelector)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 offsetbox.py:1458(DraggableBase)
       34    0.000    0.000    0.000    0.000 core.py:2196(recurse)
        1    0.000    0.000    0.000    0.000 Image.py:3763(register_extensions)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2545(FigureManagerBase)
        5    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(__iter__)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 ImageFile.py:114(ImageFile)
        1    0.000    0.000    0.000    0.000 util.py:106(__init__)
        1    0.000    0.000    0.000    0.000 axis3d.py:745(ZAxis)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        1    0.000    0.000    0.000    0.000 image.py:1180(PcolorImage)
        2    0.000    0.000    0.000    0.000 rcsetup.py:780(_validate_legend_loc)
        5    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 ticker.py:199(Formatter)
       24    0.000    0.000    0.000    0.000 core.py:4854(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1332(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
       16    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:737(YAxis)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1349(_get_parent_path)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        4    0.000    0.000    0.000    0.000 core.py:3930(parseImpl)
        1    0.000    0.000    0.000    0.000 animation.py:845(Animation)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 spines.py:529(Spines)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
       12    0.000    0.000    0.000    0.000 core.py:6525(postParse)
       12    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 transforms.py:1081(TransformedBbox)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        3    0.000    0.000    0.000    0.000 cm.py:90(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 extras.py:1736(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
